,statement,status
26957,no appetite to eat,Depression
26958,feeling empty inside,Depression
26959,don't enjoy things anymore,Depression
26960,feeling off lately,Suicidal
26961,no motivation to get up,Depression
26962,everything feels pointless,Depression
26963,feeling off lately,Suicidal
26964,feeling low and withdrawn,Depression
26965,feeling off lately,Suicidal
26966,feeling off lately,Suicidal
26967,want to stay in bed all day,Depression
26968,feeling off lately,Suicidal
26969,feeling off lately,Suicidal
26970,want to stay in bed all day,Depression
26971,feeling off lately,Suicidal
26972,feeling low and withdrawn,Depression
26973,feeling off lately,Suicidal
26974,feeling off lately,Suicidal
26975,want to stay in bed all day,Depression
26976,feeling off lately,Suicidal
26977,no motivation to get up,Depression
26978,feeling off lately,Suicidal
26979,feeling off lately,Suicidal
26980,feeling off lately,Suicidal
26981,everything feels heavy,Depression
26982,feeling off lately,Suicidal
26983,feeling off lately,Suicidal
26984,feeling off lately,Suicidal
26985,tired even after sleep,Depression
26986,hard to smile lately,Depression
26987,feeling off lately,Suicidal
26988,feeling off lately,Suicidal
26989,feeling off lately,Suicidal
26990,feeling low and withdrawn,Depression
26991,feeling off lately,Suicidal
26992,want to stay in bed all day,Depression
26993,no motivation to get up,Depression
26994,feeling off lately,Suicidal
26995,feeling low and withdrawn,Depression
26996,feeling low and withdrawn,Depression
26997,everything feels pointless,Depression
26998,feeling off lately,Suicidal
26999,everything feels heavy,Depression
27000,feeling off lately,Suicidal
27001,feeling off lately,Suicidal
27002,feeling off lately,Suicidal
27003,hard to smile lately,Depression
27004,feeling off lately,Suicidal
27005,feeling off lately,Suicidal
27006,feeling off lately,Suicidal
27007,hard to smile lately,Depression
27008,feeling off lately,Suicidal
27009,no motivation to get up,Depression
27010,everything feels heavy,Depression
27011,no motivation to get up,Depression
27012,no appetite to eat,Depression
27013,feeling off lately,Suicidal
27014,feeling off lately,Suicidal
27015,feeling off lately,Suicidal
27016,feeling off lately,Suicidal
27017,feeling empty inside,Depression
27018,feeling empty inside,Depression
27019,want to stay in bed all day,Depression
27020,feeling empty inside,Depression
27021,hard to smile lately,Depression
27022,feeling empty inside,Depression
27023,feeling off lately,Suicidal
27024,feeling empty inside,Depression
27025,feeling off lately,Suicidal
27026,feeling off lately,Suicidal
27027,feeling low and withdrawn,Depression
27028,feeling off lately,Suicidal
27029,feeling off lately,Suicidal
27030,feeling off lately,Suicidal
27031,feeling off lately,Suicidal
27032,feeling off lately,Suicidal
27033,feeling empty inside,Depression
27034,feeling off lately,Suicidal
27035,feeling off lately,Suicidal
27036,want to stay in bed all day,Depression
27037,feeling low and withdrawn,Depression
27038,want to stay in bed all day,Depression
27039,no motivation to get up,Depression
27040,tired even after sleep,Depression
27041,everything feels heavy,Depression
27042,feeling empty inside,Depression
27043,feeling off lately,Suicidal
27044,don't enjoy things anymore,Depression
27045,don't enjoy things anymore,Depression
27046,don't enjoy things anymore,Depression
27047,tired even after sleep,Depression
27048,feeling off lately,Suicidal
27049,no motivation to get up,Depression
27050,feeling off lately,Suicidal
27051,feeling empty inside,Depression
27052,everything feels heavy,Depression
27053,hard to smile lately,Depression
27054,feeling off lately,Suicidal
27055,everything feels pointless,Depression
27056,everything feels pointless,Depression
27057,feeling off lately,Suicidal
27058,everything feels pointless,Depression
27059,feeling off lately,Suicidal
27060,feeling off lately,Suicidal
27061,no appetite to eat,Depression
27062,feeling off lately,Suicidal
27063,don't enjoy things anymore,Depression
27064,feeling off lately,Suicidal
27065,hard to smile lately,Depression
27066,don't enjoy things anymore,Depression
27067,tired even after sleep,Depression
27068,feeling off lately,Suicidal
27069,feeling off lately,Suicidal
27070,tired even after sleep,Depression
27071,feeling off lately,Suicidal
27072,feeling off lately,Suicidal
27073,hard to smile lately,Depression
27074,feeling low and withdrawn,Depression
27075,feeling empty inside,Depression
27076,no motivation to get up,Depression
27077,don't enjoy things anymore,Depression
27078,feeling off lately,Suicidal
27079,tired even after sleep,Depression
27080,no appetite to eat,Depression
27081,feeling off lately,Suicidal
27082,want to stay in bed all day,Depression
27083,feeling off lately,Suicidal
27084,tired even after sleep,Depression
27085,don't enjoy things anymore,Depression
27086,feeling off lately,Suicidal
27087,everything feels heavy,Depression
27088,feeling off lately,Suicidal
27089,feeling off lately,Suicidal
27090,feeling off lately,Suicidal
27091,feeling off lately,Suicidal
27092,no appetite to eat,Depression
27093,feeling empty inside,Depression
27094,everything feels heavy,Depression
27095,feeling off lately,Suicidal
27096,no appetite to eat,Depression
27097,feeling off lately,Suicidal
27098,want to stay in bed all day,Depression
27099,feeling off lately,Suicidal
27100,feeling off lately,Suicidal
27101,everything feels pointless,Depression
27102,feeling off lately,Suicidal
27103,feeling off lately,Suicidal
27104,feeling off lately,Suicidal
27105,feeling off lately,Suicidal
27106,no appetite to eat,Depression
27107,feeling low and withdrawn,Depression
27108,feeling off lately,Suicidal
27109,feeling off lately,Suicidal
27110,no appetite to eat,Depression
27111,feeling off lately,Suicidal
27112,hard to smile lately,Depression
27113,feeling off lately,Suicidal
27114,feeling empty inside,Depression
27115,feeling off lately,Suicidal
27116,feeling off lately,Suicidal
27117,feeling off lately,Suicidal
27118,hard to smile lately,Depression
27119,no motivation to get up,Depression
27120,feeling off lately,Suicidal
27121,feeling off lately,Suicidal
27122,don't enjoy things anymore,Depression
27123,feeling off lately,Suicidal
27124,everything feels pointless,Depression
27125,feeling off lately,Suicidal
27126,everything feels heavy,Depression
27127,feeling off lately,Suicidal
27128,feeling off lately,Suicidal
27129,don't enjoy things anymore,Depression
27130,hard to smile lately,Depression
27131,everything feels pointless,Depression
27132,feeling off lately,Suicidal
27133,feeling off lately,Suicidal
27134,don't enjoy things anymore,Depression
27135,don't enjoy things anymore,Depression
27136,feeling off lately,Suicidal
27137,everything feels pointless,Depression
27138,don't enjoy things anymore,Depression
27139,feeling off lately,Suicidal
27140,don't enjoy things anymore,Depression
27141,feeling off lately,Suicidal
27142,feeling off lately,Suicidal
27143,feeling off lately,Suicidal
27144,hard to smile lately,Depression
27145,feeling off lately,Suicidal
27146,feeling low and withdrawn,Depression
27147,no appetite to eat,Depression
27148,feeling empty inside,Depression
27149,feeling off lately,Suicidal
27150,feeling off lately,Suicidal
27151,no motivation to get up,Depression
27152,feeling off lately,Suicidal
27153,feeling empty inside,Depression
27154,want to stay in bed all day,Depression
27155,feeling off lately,Suicidal
27156,feeling empty inside,Depression
27157,feeling off lately,Suicidal
27158,feeling off lately,Suicidal
27159,feeling off lately,Suicidal
27160,feeling low and withdrawn,Depression
27161,tired even after sleep,Depression
27162,want to stay in bed all day,Depression
27163,feeling low and withdrawn,Depression
27164,tired even after sleep,Depression
27165,feeling off lately,Suicidal
27166,everything feels heavy,Depression
27167,want to stay in bed all day,Depression
27168,want to stay in bed all day,Depression
27169,feeling off lately,Suicidal
27170,feeling off lately,Suicidal
27171,want to stay in bed all day,Depression
27172,no appetite to eat,Depression
27173,feeling off lately,Suicidal
27174,feeling off lately,Suicidal
27175,no motivation to get up,Depression
27176,feeling off lately,Suicidal
27177,feeling off lately,Suicidal
27178,no motivation to get up,Depression
27179,feeling off lately,Suicidal
27180,feeling off lately,Suicidal
27181,tired even after sleep,Depression
27182,want to stay in bed all day,Depression
27183,feeling low and withdrawn,Depression
27184,feeling off lately,Suicidal
27185,feeling off lately,Suicidal
27186,tired even after sleep,Depression
27187,feeling off lately,Suicidal
27188,feeling off lately,Suicidal
27189,everything feels heavy,Depression
27190,everything feels pointless,Depression
27191,want to stay in bed all day,Depression
27192,feeling off lately,Suicidal
27193,want to stay in bed all day,Depression
27194,no motivation to get up,Depression
27195,no appetite to eat,Depression
27196,don't enjoy things anymore,Depression
27197,everything feels heavy,Depression
27198,feeling off lately,Suicidal
27199,feeling off lately,Suicidal
27200,want to stay in bed all day,Depression
27201,everything feels heavy,Depression
27202,no motivation to get up,Depression
27203,feeling off lately,Suicidal
27204,feeling off lately,Suicidal
27205,feeling empty inside,Depression
27206,feeling empty inside,Depression
27207,feeling off lately,Suicidal
27208,no appetite to eat,Depression
27209,feeling off lately,Suicidal
27210,feeling off lately,Suicidal
27211,feeling empty inside,Depression
27212,feeling off lately,Suicidal
27213,no appetite to eat,Depression
27214,feeling off lately,Suicidal
27215,hard to smile lately,Depression
27216,want to stay in bed all day,Depression
27217,don't enjoy things anymore,Depression
27218,feeling low and withdrawn,Depression
27219,don't enjoy things anymore,Depression
27220,feeling off lately,Suicidal
27221,feeling off lately,Suicidal
27222,feeling off lately,Suicidal
27223,tired even after sleep,Depression
27224,no appetite to eat,Depression
27225,no motivation to get up,Depression
27226,feeling off lately,Suicidal
27227,feeling off lately,Suicidal
27228,hard to smile lately,Depression
27229,feeling low and withdrawn,Depression
27230,feeling empty inside,Depression
27231,feeling empty inside,Depression
27232,no motivation to get up,Depression
27233,everything feels pointless,Depression
27234,feeling off lately,Suicidal
27235,feeling off lately,Suicidal
27236,no appetite to eat,Depression
27237,want to stay in bed all day,Depression
27238,don't enjoy things anymore,Depression
27239,feeling off lately,Suicidal
27240,no motivation to get up,Depression
27241,tired even after sleep,Depression
27242,feeling off lately,Suicidal
27243,hard to smile lately,Depression
27244,tired even after sleep,Depression
27245,feeling off lately,Suicidal
27246,feeling off lately,Suicidal
27247,feeling off lately,Suicidal
27248,feeling off lately,Suicidal
27249,feeling off lately,Suicidal
27250,feeling low and withdrawn,Depression
